individuals,value
174,0.7922315220943595
175,0.2944169647635325
176,0.7817890163775694
177,0.13823020468785283
178,-0.2973437101422118
179,-0.407379771885523
180,0.12059320276108815
181,0.21523803389545124
182,0.8600385691450524
183,2.36480376648643
184,0.06367539931295636
185,-0.8926111579124255
186,-1.0236777452885684
187,0.5739535555027769
188,-0.49961538473674455
189,0.8537220302772617
190,-0.498217623686781
191,1.069170746929713
192,-0.46072196431529616
193,-0.6312083616991699
194,-1.4826406466324806
195,0.4531680546136815
196,-2.324817010081392
197,0.019559982721387478
198,1.9944283331197805
199,-0.48723658937235464
200,-2.1984794781018597
201,-0.31645485155175707
202,0.033892813671731185
203,-0.5560999596468469
204,-0.4386740012064082
205,0.3846252030568779
206,-1.4996986712139773
207,-0.3713750525949648
208,0.04567747559732643
209,-0.3036598583333886
210,-0.8233812794504803
211,0.13734957238035378
212,-1.4936742135595136
213,-0.12325606105621877
214,-0.05905862987392612
215,0.23951031283694654
216,0.6231694383116317
217,-0.7207048707093497
218,-1.156665141669488
219,-2.188289334394861
220,0.08390952793986907
221,1.1993549684253986
222,-0.7912022778622592
223,0.3873347246428316
224,-0.3374029720888247
225,1.131733065681628
226,0.31927247761779226
227,0.01247311572681047
228,-0.5098005358292439
229,0.1914685487827344
230,-1.7485765578178052
231,-0.6792232232661807
232,-1.8660256317032056
233,-0.1500100975406464
234,-1.3844073088651978
235,-0.46387161257902804
236,-0.5816074743142751
237,0.4925393343729202
238,-0.4600098865306303
239,1.235406437674479
240,-0.036598425638388665
241,-0.22096331971574312
242,-0.42386480515888464
243,-0.3641385323888824
244,1.0361252116290578
245,-0.7784456828052289
246,-0.9747561394384664
247,0.871423426007892
248,0.2983196251092998
249,1.5471897397568601
250,0.4072764391110275
251,-0.27638792859619327
252,1.4515434599218582
253,-1.4966054003445741
254,0.8975188591153233
255,-0.42803285277933734
256,0.41284726472718714
257,0.11207259726657504
258,0.326463877595699
259,1.086493570930991
260,-0.43849458406874275
261,1.2285167338059901
262,0.20291881318223423
263,-0.3310725188349293
264,-0.7388846801288624
265,-0.44941757787605424
266,-0.19719455058540442
267,-0.06690695353681324
268,0.09837671767315206
269,-1.3534354893747842
270,-0.3528766840324367
271,0.2578687137007636
272,-0.45661202057767153
273,0.9053049446005862
274,0.44983193960286666
275,1.678309719348446
276,0.30734644226579755
277,-0.34483478995819145
278,-1.789099026933635
279,0.6436644080217605
280,1.624949209339451
281,-0.689397982455025
282,0.8798070376374522
283,-0.06959377555371471
284,0.23620546651877244
285,0.7680953344574368
286,0.9296223704251186
287,-0.941370004785576
288,-0.8869309499783988
289,0.5035757977420178
290,0.40774867645019813
291,-1.1954661960828155
292,1.7541753144357435
293,0.12939647519484412
294,-1.8269852611482387
295,0.6981892177774104
296,1.5618108432399778
297,-0.4019007889160277
298,-0.20858315907889396
299,0.2040688068555917
300,1.0993012220716631
301,0.9898615437921495
302,-0.65965254118656
303,0.5001515284056285
304,1.3899687042847804
305,-1.5485583493622603
306,0.8097559017178504
307,0.433705623559727
308,-0.41263486039882896
309,0.4636219868886929
310,1.4850181762535437
311,1.707904794520662
312,2.355776039036329
313,0.029252000341071664
314,-0.16814078463866555
315,-1.1548190997388927
316,1.1990637189007805
317,-2.180662191608825
318,0.5073264464188515
319,-0.05616868822587137
320,0.1573786247815497
321,1.439803079986343
322,-0.08148358447137494
323,-0.1940771415043231
324,0.14424097878439657
325,-1.5946729662052173
326,0.9587947789976619
327,-0.06408660955411374
328,0.505289518722527
329,-0.20683220861564156
330,-0.9624315748363448
331,0.7755075108091984
332,0.8232396948314589
333,0.09108793315309852
334,0.6642073177622837
335,1.5078834861508135
336,0.9450877833466732
337,-0.17490062692302832
338,-1.1931488331108182
339,-0.7054817622523109
340,-0.014442302240941283
341,0.37823439091695327
342,-0.31620041436578944
343,0.6403709000299769
344,1.4890397843782726
345,-1.1876973770545802
346,0.16725105299103424
347,-0.0055044645346251486
348,0.8102833883481078
349,-0.8073410583224938
350,0.08953626916128463
351,-0.0978112348174881
352,-0.2565222593532144
353,1.1195819422629854
354,-0.8120485737960456
355,-0.1604083672170644
356,0.9778226126317799
357,0.47793998805997384
358,-0.7220369649502159
359,-0.5880303644900318
360,-0.22519545143917283
361,-0.23399896186544758
362,-1.0504953107743824
363,-1.9826876540923875
364,2.2203925383893273
365,-0.5234682923678237
366,-0.7356220448882075
367,-0.20514218281585242
368,-1.7926381463864347
369,2.060048927180042
370,-1.1005568140990873
371,1.170783353467346
372,0.013639463637629435
373,0.7381395436119466
374,-1.5742010874416272
375,0.07931830650531616
376,-1.344677945904723
377,1.4479792308741535
378,0.5962426219779093
379,-0.3624400258380736
380,-0.16897458345759866
381,-0.36125800369966926
382,0.08447451200977321
383,2.04793889925873
384,0.7801716857734047
385,0.31483337707429704
386,-1.1199230181561857
387,-1.1840313016321706
388,0.7162308313288677
389,0.31739661967866567
390,0.6192555358307078
391,0.10983180120653227
392,-0.4113134935709707
393,1.2255279900523448
394,-0.22164422016478008
395,-0.5581846834547453
396,-1.5649897381913234
397,-0.4192251353648964
398,-0.9601631988446039
399,-0.20094351778984992
400,0.4313709126580299
401,0.10505095011621096
402,2.2302355183506317
403,0.07591318418169843
404,-1.922389155663831
405,-0.9950819067603692
406,-0.08731631579042261
407,-0.15242916931913283
408,0.4543755644028173
409,-0.5457200669845038
410,-1.5869760647212658
411,0.2948325091394826
412,-0.014269699798183686
413,-1.9847787254159603
414,1.135377949852567
415,0.5265655397137489
416,-0.7035542287760572
417,0.42823334023345894
418,0.29467468028610516
419,0.18362894503854624
420,1.773263731395059
421,-0.4730645091463487
422,-1.0284491865849341
423,-0.015655215709681987
424,-0.1391414311593931
425,-0.5173627730145504
426,-1.2707419634475052
427,-1.1621166675936265
428,1.3478057264724324
429,-0.7698886263628716
430,0.6368440313839064
431,0.7248361763914727
432,-0.5241674964929052
433,1.1213030740807834
434,-0.2785291752642145
435,0.24108107885973296
436,0.4078183745708785
437,-0.2571278884206567
438,0.4223959694968005
439,1.2509766111970866
440,-0.5418895007051895
441,0.7362027743506234
442,-0.40433947979552043
443,1.6509549231120397
444,-0.41052819745164787
445,-1.2550716344379975
446,-0.29106919016366706
447,1.514789104025227
448,-0.28896244119550885
449,0.38001714139954845
450,0.5337839441651879
451,0.6940712305567236
452,-1.7334519003761886
453,0.9919957249324047
454,-1.0383132582777956
455,0.8955363188833287
456,0.7676761721667918
457,0.15927235589829924
458,-1.412981225168967
459,1.0675096464787073
460,0.7579639926504406
461,-0.4121945435026629
462,0.29826366517751496
463,-0.38034950135424594
464,0.8202185298814204
465,-0.4813404346912637
466,0.6021412766002556
467,0.1605665967688614
468,-0.45594112009120547
469,-0.8044655561028611
470,-2.3262218513268733
471,0.007401978144497487
472,-0.9860665683587276
473,1.3098829687577607
474,0.2376291977120523
475,-1.2501965014710563
476,-0.3567964729866967
477,-0.32036112437439945
478,0.21145374955141533
479,1.2607990558149498
480,0.7064990963987641
481,-0.21611180331673296
482,0.2629379550823247
483,0.28246719048857205
484,2.433867833281937
485,-0.1942495726450259
486,1.3751595283789046
487,-0.04248040109566614
488,0.24784161573791005
489,-0.5228649196812064
490,0.0643202410489536
491,0.27895567556538825
492,0.13270163680915142
493,-1.2278218324916947
494,0.26563145640378444
495,0.7896438943196364
496,0.3107273694595722
497,1.1219687319780587
498,1.1765232005785613
499,1.5289504853047817
500,0.11666229345374053
501,-0.3883682879916206
502,1.197807406155924
503,0.911802566392551
504,1.0170706869443182
505,0.3323020066678496
506,-0.5556414463163432
507,0.7316038720958197
508,0.08967186282312249
509,-0.5699935584516475
510,-0.5555607487722267
511,-1.0093169678230312
512,-0.32858343144392715
513,-0.825018609217428
514,0.702407461260382
515,1.3244117421240609
516,-0.3701738089614088
517,-0.8718481853688803
518,0.5377364317481891
519,-0.5281905765047451
520,1.3015531994406244
521,-0.3850211627513733
522,-0.7849327673576603
523,-0.523919248753544
524,1.0368076498792507
525,-1.120363260260499
526,-0.00758201349093841
527,0.40477313907211165
528,1.0773853487920653
529,-1.924366550779808
530,-0.5252518494004808
531,0.303115589173075
532,-0.2636902375475657
533,-0.5934208110948908
534,0.5878874147962588
535,-2.3919307688454894
536,1.2980410120614492
537,-1.1548340633776777
538,-0.5797472792152373
539,1.8236498939401904
540,-1.3560671923206156
541,-0.29093447318971505
542,0.5958229206442424
543,0.4873355490748783
544,-1.2555842113159843
545,-0.9634948050500157
546,0.727347932353762
547,-0.6919016425628544
548,-1.021408703925643
549,-2.229799438814221
550,0.011728035318003921
551,1.892451740625505
552,-1.2904352743420646
553,-0.5978217064722773
554,-0.9302576937113308
555,-0.43313205258197335
556,1.714505434035629
557,-1.1640766194723933
558,-0.6223961186938269
559,-0.5855757643260312
560,-0.7004784305053313
561,-0.24187412737865246
562,0.7462073666321638
563,-1.3462138176936187
564,0.35363199366342524
565,-0.7479629806373469
566,-0.8568169559749323
567,0.31445875306641585
568,-1.409518775150721
569,-0.3447055835727325
570,1.8184367664907004
571,-0.8651608750330707
572,-1.2149951411294861
573,-0.055999754868045086
574,-1.0893502783677118
575,-0.5623752821394443
576,0.3379101404388441
577,0.5571769661772457
578,-1.3408679627522404
579,0.4272393381929481
580,1.040319251993902
581,-0.11342091805797028
582,1.049944847410232
583,-0.897740277255928
584,1.2911512434917423
585,0.36307764204943266
586,0.04877025416775587
587,-0.09657514322410161
588,0.2929545216328556
589,-0.2842103102014968
590,1.5117269916717122
591,0.5829624249735864
592,-0.6258934459874476
593,0.22710963698247394
594,0.8173201667262607
595,0.455371245047237
596,-0.5638613622464954
597,-0.2332655148781005
598,0.003892860046712087
599,-1.2307027260960963
600,-0.5494181791261163
601,1.2040995691167347
602,-0.7855392199434937
603,-0.02168141023111064
604,0.15206851273154567
605,-0.3235708139930474
606,-2.0137058923953015
607,1.4245301302364064
608,0.36624270884055055
609,0.47075795566128
610,-1.1638652074203513
611,-0.6692989575025076
612,-0.9276261036160893
613,-0.3234687352093555
614,-0.3173115698043163
615,0.09339810175504788
616,2.118303899255025
617,1.7859859807877414
618,-0.8896061611294643
619,1.1346826195364075
620,1.3688945468543157
621,0.3758083564162043
622,0.0987856279672025
623,-0.4882719209386208
624,0.3124397982858725
625,-0.23695510545481419
626,-0.21109211443004264
627,-0.6196187940481096
628,-1.1192013740082254
629,1.3548378618957058
630,1.3050550746792002
631,0.5537808184012893
632,-1.3975162634418608
633,0.7224721128824718
634,0.282915346873587
635,-0.6274517574484518
636,-0.3756759194868335
637,-1.5090999568214805
638,-0.20538254432732317
639,-0.5008377397422333
640,0.45169755633688274
641,-1.648873067856757
642,-0.49132937274818694
643,0.29469407039940687
644,-0.6100268077210238
645,1.256551397671682
646,0.15882743749548542
647,2.0929822736640116
648,0.3772669101912434
649,-0.7961829317771502
650,0.37193681939264406
651,-1.3854903343944167
652,0.9687713558982577
653,-0.22319794199980114
654,-1.1952222300858548
655,-0.5827984834548221
656,-1.2574313767551888
657,-1.2569192915280842
658,-0.5759053402311437
659,-0.2766593924254815
660,-0.12039996194794586
661,-0.809284951659421
662,1.4237323570996085
663,1.2223958978196285
664,-0.7209702691646425
665,0.24736577592866402
666,-2.0932826907337545
667,-0.9172961927001544
668,-0.006560741720545373
669,0.3962376351210637
670,0.8114969512721235
671,-1.9459567008456113
672,0.404047961059506
673,0.16350384791411718
674,-0.49963450580119684
675,-0.4070705562945561
676,0.6833184980053568
677,-0.27514050903857784
678,-0.5154952925365532
679,0.17472296516446764
680,-2.4930257130376714
681,-0.14541725977063616
682,0.5960302667843784
683,0.35363276231598395
684,1.786726800625936
685,0.7447889737338532
686,0.6065290438437362
687,0.10830589242804371
688,0.6854609937535152
689,-0.6704057839045244
690,-1.4781330881771622
691,0.8553861207596083
692,-1.1330733679425316
693,-0.8006665739995119
694,0.8446912329447624
695,0.7119488756057386
696,0.9885929409332228
697,-0.8703233169514312
698,0.13913229872751062
699,-1.8177767238115556
700,0.25901419499780565
701,0.50867415105276
702,1.3791368949631795
703,-1.4151941404007347
704,0.951429175580787
705,0.2159765259504005
706,0.2388961837182758
707,0.4835683891471759
708,0.0929683617911606
709,0.03309333238364965
710,0.6791040980887627
711,0.8877190100711256
712,-1.0684647083362775
713,0.41002991637312647
714,0.3771053202772854
715,-0.5195629557073406
716,-0.36755494692246216
717,1.9774033628515448
718,0.004252298277383097
719,0.28067687842459216
720,-0.04535780905511188
721,1.2474297109056396
722,-0.4604849312838398
723,-0.018482590518450276
724,-1.1223451667899673
725,-2.132224538467667
726,0.040033141414786075
727,1.9639415394408681
728,-0.8126263214350747
729,-0.7291828390691056
730,0.07296999462296098
731,-1.0480283022686296
732,-0.9874962519182495
733,0.31631038396869804
734,-0.4750761865485217
735,-0.9252425682943106
736,-0.38460009468187933
737,-0.1571084789668213
738,-0.7513696034642093
739,-0.9022913008558341
740,-0.6697881008021219
741,-0.40277525689182425
742,1.361464437248958
743,0.2740467345187022
744,1.1458241425531273
745,-0.8630110273161735
746,-1.129877247816421
747,0.07030886245187712
748,1.5225992783959625
749,0.24023054025962756
750,0.2887614693107621
751,0.5259350598560186
752,0.3686795573700166
753,-0.9683841704446224
754,0.2543885447133036
755,1.8013517609998695
756,0.8792340549107603
757,-0.1900491200796192
758,1.3058314402631677
759,-1.486104531166285
760,0.8093835300233151
761,-0.6702649848560079
762,-0.5172944575688769
763,-0.12397883950325306
764,0.887080304939665
765,0.6085305785555761
766,-0.9285095328385171
767,0.02820431704839168
768,0.16262706807190472
769,0.5906685608733536
770,-1.5229608441704339
771,1.2390686925420404
772,-1.0850684163914022
773,2.003306778403906
774,0.7174300415564631
775,-0.38908907162077844
776,0.9438637316653941
777,0.8389173744449387
778,-0.6465594040840846
779,0.09240756366069883
780,-0.37668495124706
781,1.4602171600883744
782,1.1640440885677725
783,-0.5414457403983474
784,-0.2990474566653614
785,-1.3614328027621545
786,1.5742142013408666
787,0.5152401206107358
788,-0.4099001489190739
789,-0.4499209190437662
790,0.6301076385064283
791,-0.06094034107256045
792,-0.8820717045757502
793,-0.7228941027738213
794,-0.051705897304919625
795,0.2617948533327536
796,0.10562938696409867
797,-0.812717803606678
798,1.0404072267070008
799,-0.121457621133974
800,-0.280563422360576
801,-1.1424758377842175
802,0.06906560418261083
803,-1.069893558754756
804,-0.3571962805153274
805,0.01217244953515187
806,-0.7275252285436999
807,-0.753604297765564
808,-0.09360891453080426
809,0.00842054823201371
810,0.5227100953914513
811,2.570243712325158
812,0.16898420610933457
813,1.9059751535461842
814,-0.9677474242641723
815,0.8262634006233375
816,1.780723942185989
817,0.13954762310218335
818,0.43537227091537906
819,-0.7244125885143422
820,0.054866439596447734
821,1.155686651356822
822,1.195720665389342
823,-0.7832452215942879
824,-0.9089615282706633
825,-0.0285725385095603
826,1.7910148932123184
827,0.2152578382396088
828,0.7250445891999792
829,1.4711905855614245
830,0.48839761804259235
831,-0.11903341801618884
832,-0.2564662902582833
833,0.848777061763522
834,-1.613521703813059
835,0.6468923855738676
836,-0.543070201601721
837,-2.019979964107089
838,-0.9796192878940796
839,-0.9216039199004122
840,0.7596290242365789
841,-0.005261669376503924
842,2.183145187103952
843,0.16674510022867597
844,1.0942750643167625
845,0.4570300437241068
846,-1.2949512027262031
847,-0.6705737585852373
848,0.043067103506246554
849,0.9881423312687814
850,-2.685849843006439
851,-0.5397053742889714
852,0.13127140081973623
853,-1.0331416024810807
854,-0.7246936546090175
855,-1.1337353334207803
856,0.9660804706227368
857,1.502130254485034
858,0.429370545939506
859,-0.3757710817763527
860,-1.6751215289900505
861,-0.41997194681546374
862,1.2157437080651925
863,-0.3473328140512971
864,-0.5911595748578874
865,-1.0025487710525351
866,-0.1616932635289042
867,0.2654268476991969
868,0.4336355715154825
869,-1.7781532865802416
870,0.7046389039825318
871,0.6480207399688431
872,1.4266954776334413
873,-0.23907037782252633
874,0.026304768104733464
875,0.10315389619388014
876,-0.8104256292764866
877,-0.11342066870475848
878,0.8536854122619857
879,-1.3800649696193565
880,1.3378145465933897
881,-1.1935913452806564
882,-1.570399047718273
883,-0.7174718807254964
884,0.17112823760352353
885,0.2947640088500272
886,-0.48678851872930945
887,-0.8705457609429219
888,0.07784079230269286
889,-0.06625417881357056
890,0.4705829170331549
891,1.1843602643672304
892,1.644542072052351
893,0.2044980924164169
894,-1.2943853350763663
895,-0.4273933344737024
896,-0.47448923960971506
897,0.7899809649343399
898,-2.0176779594657557
899,1.6840076918088325
900,0.7121685561842639
901,0.21034390044457782
902,-0.22284061563431912
903,0.7795152446706552
904,0.11905494566838484
905,0.021650018352589413
906,-0.15284961442840983
907,-0.9288475122425837
908,-0.4931916811947302
909,-0.3240209416704
910,-2.151354639659249
911,-0.9871144616446483
912,-0.1559014767478884
913,0.38486640050694915
914,-0.783489597925477
915,0.19562885403776176
916,-0.8660685316810252
917,0.14184364861159868
918,0.5670481483571542
919,0.8919594677384981
920,-0.7125650806291364
921,0.15408759147299705
922,-0.3078729497281165
923,-0.18248775705871936
924,-0.9859283546949371
925,-0.49219735430024475
926,-0.031409534919162894
927,-0.991570069812415
928,1.1019159064448887
929,1.918106704648768
930,-1.3038778744161745
931,-1.4256573484162651
932,0.3203187860586458
933,-0.5954981162758524
934,-0.8908290109660264
935,-1.3181286119202138
936,-0.7209946060633474
937,0.25868453297533234
938,-1.1320819714682533
939,0.9505800327146953
940,-0.7070188491897804
941,-0.017950812624443115
942,-1.167019421380462
943,-0.9831037234124913
944,-0.10737489934788265
945,0.09073978945293573
946,0.8900169428406997
947,0.8892509800311876
948,-1.093621125618926
949,-0.21972123029204418
950,0.024687727644187456
951,1.8397908937058323
952,1.5574170086322598
953,1.272272413663369
954,0.28645387460079996
955,1.0884769595135055
956,0.46574849427569676
957,-0.2759750387368481
958,-0.44593759965280866
959,-1.1009003909774029
960,-1.3496135058635275
961,0.6983749517015597
962,0.011319573763167416
963,1.523895002056429
964,0.16881043359472175
965,-0.41624414915489605
966,-0.57872577958591
967,0.4453391258375698
968,-1.1815692080031508
969,0.2355890515641304
970,0.8676187306538721
971,-1.1301810492272788
972,-0.2838613764696737
973,0.8266289925795918
974,-0.1323394130210332
975,1.5760904481883424
976,-0.3665322162838765
977,-1.297103173813823
978,-0.9767302684059733
979,0.6290858128915925
980,-0.22545963916261813
981,-0.3760875699255336
982,0.4589793904196707
983,-0.09321822148929255
984,2.068719430039119
985,1.0184528973855003
986,-0.19033670524163776
987,0.12972664135721487
988,0.9610976233494648
989,-0.11570973858804294
990,0.954860459847422
991,-1.3050007812971196
992,0.24717121049009994
993,1.4489569544896723
994,0.25573889917268405
995,-0.5000011742708147
996,1.0408966921391383
997,0.9857166433943192
998,-0.5499269143311319
999,1.3364382270588517
1000,1.790795481752708
1001,-0.7287546185522
1002,0.6597069288956658
1003,-2.2076945917742954
1004,-1.7739341716734085
1005,-1.03732912828334
1006,-0.3491842796522823
1007,-0.38975716921502046
1008,0.890850994282659
1009,-0.4825003346376117
1010,1.5353391454396166
1011,0.2796241358119615
1012,-1.5576369771120484
1013,0.16369780990672253
1014,1.214511956507992
1015,0.8103765914948646
1016,-0.6305355996321659
1017,-0.22094328106374175
1018,-0.7018607347409984
1019,1.150544115984718
1020,-0.45595668562344216
1021,0.23958622333628296
1022,-0.4734318808750969
1023,-1.8123619622925402
1024,1.1725844979884597
1025,0.9083127629695316
1026,-0.08604748400294814
1027,1.0829281365432732
1028,1.7296541290344185
1029,0.4430704685152955
1030,-0.5844547493397897
1031,0.5857937159673466
1032,0.3905204589949081
1033,-0.5637605105050333
1034,-1.3474577843945115
1035,-1.1792474778773219
1036,-1.1804326451848484
1037,-1.6725070646014513
1038,-0.47072233469374625
1039,1.5055777112874094
1040,0.03762439861889728
1041,-0.3822719235548535
1042,0.16021995826771568
1043,0.12943346723223753
1044,-0.3053139758683496
1045,0.6343540758267001
1046,1.501879760752451
1047,1.8024596347723314
1048,0.46589096674266034
1049,0.8456004405433895
1050,-1.6928406371831224
1051,0.7263735556850199
1052,-0.43804945650346067
1053,-2.3940798962784466
1054,-1.3088726550883154
1055,-1.550037335071089
1056,0.3450712179757287
1057,-0.4303128681434242
1058,-1.600355621736769
1059,-2.2834070370563144
1060,0.8067256003105178
1061,2.443986603405173
1062,-0.5482619044851709
1063,1.7314077964733472
1064,2.3131992965586585
1065,0.4621282347382643
1066,0.7321255682311741
1067,-0.28017058564931546
1068,-1.200119713937026
1069,1.3537627380726014
1070,0.6661115624707767
1071,-1.1238617890694227
1072,0.3679222618724843
1073,0.8342892433265928
1074,-0.8277577250469654
1075,0.49356085162037605
1076,1.0657683145778412
1077,0.5842413908579532
1078,2.6907787152149862
1079,-1.681983816021717
1080,-0.11911736646475268
1081,-0.01675689019808515
1082,-0.7334694085754391
1083,0.4411563963141632
1084,0.8230358161490213
1085,-1.1989618509254998
1086,-0.05033987360272663
1087,-0.8704053518128952
1088,-1.1861058228693993
1089,1.307984726119858
1090,0.05435539170788707
1091,-1.0918992125617177
1092,-0.1658449269354961
1093,0.007235336681389692
1094,-0.3019213957264062
1095,0.2784074169584743
1096,-0.9671014535070653
1097,1.566367447531968
1098,-1.011788332524053
1099,0.03836454758422013
1100,0.5787708864258867
1101,-0.2326473876912921
1102,0.7400634089976704
1103,-0.42683757724867477
1104,-1.597748612875408
1105,1.3260917001812147
1106,-0.020253155562585865
1107,-1.0714394632781878
1108,-1.1390745073634476
1109,0.20370452424479862
1110,0.772566852132992
1111,0.8344079892557663
1112,-1.9981739920853918
1113,1.3768297745986455
1114,0.03979229165833513
1115,-0.10782879630857305
1116,-1.3493157697633584
1117,0.8081121585350273
1118,0.17122759654655545
1119,-0.8323018543455668
1120,-0.07049747739665338
1121,-0.6497370044382247
1122,0.7299391126937306
1123,-0.5488979975647444
1124,-0.7540421877486022
1125,-1.7251653294963567
1126,0.26434946790145475
1127,0.32029685957983733
1128,0.6769671062469735
1129,0.5335249457317371
1130,-0.8703182596623151
1131,-0.5505771515208874
1132,1.892791593131809
1133,0.8949425029623728
1134,-1.0867297279683248
1135,0.13025024934419419
1136,0.8909531631974947
1137,0.059669666130181036
1138,-0.7913550667501815
1139,0.3279762821872487
1140,0.13060625681640503
1141,-1.0128995081750416
1142,0.7314242559061317
1143,0.7999941621855996
1144,0.2828074535962917
1145,-0.5260984648432511
1146,-1.4448696803913723
1147,-0.44945405308033504
1148,-0.4809830427806261
1149,-0.25031427574181864
1150,0.14185207699238558
1151,1.09008472007624
1152,0.1515028121776286
1153,1.7433632276248285
1154,-0.8922231767998026
1155,0.4781801854020517
1156,-1.3346302963046888
1157,-0.38515432099874297
1158,0.7991193553130355
1159,1.0324701629086666
1160,0.6019893384832052
1161,0.509247766446312
1162,-2.097506411104691
1163,-0.44233528324905635
1164,0.6135525458118606
1165,0.2758209806735682
1166,0.6212372162643077
1167,1.1430146371822958
1168,-0.05469326255404115
1169,-0.4874721511950998
1170,-0.13978611949057523
1171,0.23670150379285032
1172,0.024440753122394864
1173,0.4259183015395467
1174,1.0316593681024746
1175,0.11258215794153754
1176,-1.436476347880296
1177,-0.4170654543012627
1178,0.2247774823691302
1179,-1.0086631706068088
1180,0.5675579376494602
1181,1.5357959601570772
1182,-1.9148532153679807
1183,1.8811313630600517
1184,2.119048475446452
1185,2.031934963876619
1186,0.3469059551934006
1187,-0.6563782587015451
1188,1.0035733740682125
1189,1.4798328765154445
1190,-0.7025179957873775
1191,-0.23405235228143964
1192,1.2100682814097377
1193,-0.6232364685657975
1194,-0.6291501294271038
1195,-1.1017300680451698
1196,0.5422546327056196
1197,2.302706308597973
1198,1.145991775303008
1199,1.6765531417861967
1200,-0.5819843123036408
1201,-1.2656362509797654
1202,-0.456884373673546
1203,1.1086990261582528
1204,-1.141362480536379
1205,-0.21160417969334536
1206,0.05796713958045978
1207,-0.7213812146784674
1208,0.938682449671239
1209,-0.8453982859315875
