index,features,covariates
idx36,feature1,-0.33205806023108364
idx37,feature1,-0.24842212432083274
idx38,feature1,-0.5510321469779221
idx39,feature1,-0.2605873513623238
idx40,feature1,-0.23169493713878264
idx41,feature1,-0.3031656460075424
idx42,feature1,-0.09939809306256767
idx43,feature1,-0.17543076207188657
idx44,feature1,0.09524553960128883
idx45,feature1,0.40850013591968287
idx46,feature1,-0.06898502545884005
idx47,feature1,-0.15718292150965005
idx48,feature1,-0.5267016928949402
idx49,feature1,0.30053374592645005
idx50,feature1,0.49973933873086573
idx51,feature1,-0.4810820914893488
idx52,feature1,-0.5145364658534491
idx53,feature1,-0.00967954363157127
idx54,feature1,-0.4628342509271122
idx55,feature1,-0.40809072924040257
idx56,feature1,-0.42937987656301185
idx57,feature1,-0.39592550219891154
idx58,feature1,-0.5555941071184813
idx59,feature1,-0.353347207553693
idx60,feature1,-0.5753626010609042
idx61,feature1,-0.5160571192336355
idx62,feature1,-0.2575460446019511
idx63,feature1,-0.4385037968441302
idx64,feature1,-0.4278592231828255
idx65,feature1,-0.32293413994996534
idx66,feature1,0.08460096593998419
idx67,feature1,0.028336790873088238
idx68,feature1,-0.3685537413555567
idx69,feature1,-0.2575460446019511
idx70,feature1,-0.39896680895928427
idx71,feature1,-0.46587555768748495
idx72,feature1,-0.30164499262735606
idx73,feature1,-0.24690147094064638
idx74,feature1,-0.4430657569846893
idx75,feature1,-0.4263385698026391
idx76,feature1,-0.2970830324867969
idx77,feature1,-0.13741442756722713
idx78,feature1,-0.05073718489660352
idx79,feature1,-0.4537103306459939
idx80,feature1,-0.02336542405324865
idx81,feature1,-0.289479765585865
idx82,feature1,0.055708551716443
idx83,feature1,-0.06746437207865363
idx84,feature1,-0.10091874644275399
idx85,feature1,1.8972197951221481
idx86,feature1,-0.021844770673062334
idx87,feature1,0.10589011326259357
idx88,feature1,-0.21648840333691882
idx89,feature1,-0.14197638770778623
idx90,feature1,0.2047325829747082
idx91,feature1,0.6442014098485717
idx92,feature1,-0.2925210723462378
idx93,feature1,0.08003900579942513
idx94,feature1,-0.11460462686443142
idx95,feature1,0.023774830732529076
idx96,feature1,-0.36247112783481117
idx97,feature1,-0.16022422827002278
idx98,feature1,2.9723217349139177
idx99,feature1,0.05874985847681574
idx100,feature1,1.035009328556471
idx101,feature1,-0.3807189683970477
idx102,feature1,1.255504068683496
idx103,feature1,-0.19976121615486866
idx104,feature1,0.21081519649545366
idx105,feature1,-0.3122895662886607
idx106,feature1,0.05874985847681574
idx107,feature1,0.2594761046614178
idx108,feature1,0.13630318086632107
idx109,feature1,-0.47652013134878957
idx110,feature1,-0.4004874623394707
idx111,feature1,0.7612917201229228
idx112,feature1,0.13326187410594834
idx113,feature1,0.32638485338961853
idx114,feature1,-0.24690147094064638
idx115,feature1,0.0785183524192387
idx116,feature1,-0.07810894573995827
idx117,feature1,-0.4232972630422664
idx118,feature1,0.14238579438706667
idx119,feature1,-0.17999272221244575
idx120,feature1,0.18952604917284438
idx121,feature1,-0.522139732754381
idx122,feature1,-0.4035287690998434
idx123,feature1,-0.3366200203716428
idx124,feature1,-0.09179482616163577
idx125,feature1,0.7126308119569588
idx126,feature1,0.7065481984362133
idx127,feature1,-0.1875959891133776
idx128,feature1,0.30661635944719556
idx129,feature1,1.279834522766478
idx130,feature1,0.0937248862211025
idx131,feature1,1.1840333598147363
idx132,feature1,0.6639699037909947
idx133,feature1,0.4906154184497474
idx134,feature1,1.042612595457403
idx135,feature1,0.34463269395185503
idx136,feature1,1.3589084985361697
idx137,feature1,0.7871428275860913
idx138,feature1,1.3148095505107649
idx139,feature1,0.36896314803483715
idx140,feature1,1.1414550651695177
idx141,feature1,1.319371510651324
idx142,feature1,0.2716413317029089
idx143,feature1,0.8510102695539192
idx144,feature1,0.4617230042262062
idx145,feature1,1.8090218990713383
idx146,feature1,0.6776557842126721
idx147,feature1,0.4024175223989374
idx148,feature1,0.785622174205905
idx149,feature1,0.2290630370576902
idx150,feature1,-0.1617448816502092
idx151,feature1,-0.10548070658331314
idx152,feature1,-0.27883519192456035
idx153,feature1,0.014650910451410752
idx154,feature1,-0.47956143810916235
idx155,feature1,-0.389842888678166
idx156,feature1,-0.4947679719110261
idx157,feature1,-0.3138102196688471
idx158,feature1,0.10436945988240715
idx159,feature1,-0.24994277770101916
idx160,feature1,0.07395639227867955
idx161,feature1,-0.032489344334366975
idx162,feature1,-0.353347207553693
idx163,feature1,-0.5434288800769903
idx164,feature1,-0.28339715206511945
idx165,feature1,-0.4856440516299079
idx166,feature1,-0.16326553503039556
idx167,feature1,-0.13285246742666795
idx168,feature1,-0.30164499262735606
idx169,feature1,-0.40200811571965706
idx170,feature1,-0.32293413994996534
idx171,feature1,-0.377677661636675
idx172,feature1,0.09068357946072977
idx173,feature1,-0.25602539122176465
idx174,feature1,-0.321413486569779
idx175,feature1,-0.39744615557909796
idx176,feature1,0.4936567252101202
idx177,feature1,-0.33357871361127
idx178,feature1,0.014650910451410752
idx179,feature1,0.05418789833625668
idx180,feature1,-0.24842212432083274
idx181,feature1,-0.09635678630219492
idx182,feature1,-0.11612528024461778
idx183,feature1,0.029857444253274554
idx184,feature1,-0.002076276730639369
idx185,feature1,0.3659218412744643
idx186,feature1,-0.2940417257264242
idx187,feature1,-0.16022422827002278
idx188,feature1,-0.1678274951709547
idx189,feature1,-0.22105036347747795
idx190,feature1,-0.2651493115028829
idx191,feature1,-0.20128186953505503
idx192,feature1,-0.17847206883225933
idx193,feature1,-0.4004874623394707
idx194,feature1,-0.4202559562818936
idx195,feature1,-0.37007439473574305
idx196,feature1,-0.5586354138788541
idx197,feature1,0.055708551716443
idx198,feature1,-0.10091874644275399
idx199,feature1,0.5468795935166434
idx200,feature1,0.00400633679010611
idx201,feature1,-0.19215794925393676
idx202,feature1,-0.00967954363157127
idx203,feature1,-0.05834045179753542
idx204,feature1,-0.4309005299431983
idx205,feature1,0.08003900579942513
idx206,feature1,-0.04769587813623078
idx207,feature1,-0.032489344334366975
idx0,feature2,-0.013462823827287434
idx1,feature2,0.5278091616275075
idx2,feature2,0.8617022418116701
idx3,feature2,0.24086979584424273
idx4,feature2,0.05566347792958997
idx5,feature2,-0.2104075703421646
idx6,feature2,1.1512501472838736
idx7,feature2,0.526504891783038
idx8,feature2,0.05957628746299815
idx9,feature2,-0.11910868122930758
idx10,feature2,-0.37344130090083777
idx11,feature2,-0.35126871354485817
idx12,feature2,-0.4999554758143681
idx13,feature2,-0.24171004660942982
idx14,feature2,0.21608866879932442
idx15,feature2,0.27608508164491613
idx16,feature2,-0.3225747769665317
idx17,feature2,-0.07867631605075666
idx18,feature2,-0.38257118981212346
idx19,feature2,0.2643466530446917
idx20,feature2,0.49650668536024223
idx21,feature2,0.526504891783038
idx22,feature2,-0.1817136337638381
idx23,feature2,-0.39430961841234785
idx24,feature2,-0.06302507791712404
idx25,feature2,-0.3917010787234091
idx26,feature2,0.2095673195769775
idx27,feature2,-0.19606060205300135
idx28,feature2,-0.3238790468110011
idx29,feature2,-0.3147491578997154
idx30,feature2,-0.14910688765210348
idx31,feature2,-0.19214779251959316
idx32,feature2,-0.49604266628095994
idx33,feature2,-0.5077810948811844
idx34,feature2,0.33086441511263026
idx35,feature2,0.12348550984199805
idx36,feature2,-0.05259091916136893
idx37,feature2,-0.21953745925345028
idx38,feature2,-0.31605342774418477
idx39,feature2,-0.3030107292994909
idx40,feature2,0.09740011295261032
idx41,feature2,-0.4986512059698987
idx42,feature2,-0.030418331805389383
idx43,feature2,-0.2886637610103277
idx44,feature2,-0.0656336176060628
idx45,feature2,-0.053895189005838354
idx46,feature2,-0.3082278086773685
idx47,feature2,-0.2690997133432869
idx48,feature2,0.2656509228891609
idx49,feature2,0.24086979584424273
idx50,feature2,-0.14649834796316474
idx51,feature2,-0.1699752051636136
idx52,feature2,-0.466044459858164
idx53,feature2,-0.23649296723155228
idx54,feature2,-0.32648758649993986
idx55,feature2,-0.41126512639044993
idx56,feature2,-0.4243078248351438
idx57,feature2,-0.34474736432251124
idx58,feature2,-0.4738700789249804
idx59,feature2,-0.2873594911658583
idx60,feature2,-0.4569145709468784
idx61,feature2,-0.5051725551922456
idx62,feature2,-0.25605701489859306
idx63,feature2,-0.540387840992919
idx64,feature2,-0.3956138882568173
idx65,feature2,0.0817488748189777
idx66,feature2,-0.3930053485678785
idx67,feature2,-0.15823677656338916
idx68,feature2,-0.33561747541122555
idx69,feature2,-0.21562464972004208
idx70,feature2,-0.4829999678362661
idx71,feature2,-0.45169749156900085
idx72,feature2,-0.4008309676346948
idx73,feature2,-0.455610301102409
idx74,feature2,-0.4138736660793887
idx75,feature2,-0.14780261780763407
idx76,feature2,0.03609943026254927
idx77,feature2,0.04914212870724313
idx78,feature2,-0.5325622219261027
idx79,feature2,-0.49604266628095994
idx80,feature2,-0.519519523481409
idx81,feature2,-0.36952849136742955
idx82,feature2,0.17565630362077342
idx83,feature2,-0.06041653822818529
idx84,feature2,-0.019984173049634364
idx85,feature2,1.56209514829173
idx86,feature2,0.6712788445191398
idx87,feature2,-0.07345923667287915
idx88,feature2,0.23826125615530397
idx89,feature2,0.4052077962473852
idx90,feature2,0.23826125615530397
idx91,feature2,0.08957449388579405
idx92,feature2,-0.24040577676496044
idx93,feature2,-0.11910868122930758
idx94,feature2,-0.3486601738559194
idx95,feature2,0.43390173282571176
idx96,feature2,-0.5377793013039803
idx97,feature2,0.2004374306656918
idx98,feature2,3.418071136971665
idx99,feature2,0.1508751765758551
idx100,feature2,1.4186254654000978
idx101,feature2,0.3360814944905078
idx102,feature2,1.0821238455269961
idx103,feature2,-0.22997161800920535
idx104,feature2,0.27999789117832424
idx105,feature2,0.013926842906569717
idx106,feature2,0.04653358901830429
idx107,feature2,0.35173273262414045
idx108,feature2,0.07783606528556952
idx109,feature2,-0.12563003045165452
idx110,feature2,-0.3069235388328991
idx111,feature2,2.032936562145178
idx112,feature2,0.3373857643349772
idx113,feature2,0.2839107007117325
idx114,feature2,-0.22084172909791966
idx115,feature2,0.011318303217630872
idx116,feature2,-0.17258374485255243
idx117,feature2,-0.40213523747916424
idx118,feature2,-0.18301790360830747
idx119,feature2,-0.28083814194351137
idx120,feature2,-0.4686529995471029
idx121,feature2,-0.2599698244320012
idx122,feature2,-0.2104075703421646
idx123,feature2,-0.12693430029612393
idx124,feature2,0.32564733573475274
idx125,feature2,0.732579527209201
idx126,feature2,0.19391608144334488
idx127,feature2,-0.415177935923858
idx128,feature2,0.24739114506658957
idx129,feature2,1.2347234173299144
idx130,feature2,-0.26518690380987875
idx131,feature2,0.5578073680503033
idx132,feature2,0.24869541491105898
idx133,feature2,-0.11258733200696065
idx134,feature2,-0.23649296723155228
idx135,feature2,0.9099602260570375
idx136,feature2,0.6360635587184664
idx137,feature2,0.5147664631828136
idx138,feature2,1.5999189737813424
idx139,feature2,0.3908608279582221
idx140,feature2,0.10392146217495725
idx141,feature2,1.3155881476870162
idx142,feature2,1.018214623147996
idx143,feature2,0.2395655259997733
idx144,feature2,0.7221453684534458
idx145,feature2,0.8786577497897721
idx146,feature2,0.18087338299865102
idx147,feature2,0.38955655811375267
idx148,feature2,1.0925580042827512
idx149,feature2,-0.13606418920740962
idx150,feature2,-0.4216992851462049
idx151,feature2,-0.34996444370038876
idx152,feature2,-0.512998174259062
idx153,feature2,-0.029114061960920052
idx154,feature2,-0.20779903065322577
idx155,feature2,-0.5521262695931435
idx156,feature2,-0.46734872970263347
idx157,feature2,-0.2143203798755727
idx158,feature2,-0.19475633220853197
idx159,feature2,-0.35387725323379693
idx160,feature2,0.14174528766456942
idx161,feature2,-0.29257657054373587
idx162,feature2,-0.120412951073777
idx163,feature2,-0.455610301102409
idx164,feature2,-0.3082278086773685
idx165,feature2,-0.3577900627672051
idx166,feature2,0.21608866879932442
idx167,feature2,-0.4203950153017356
idx168,feature2,-0.19475633220853197
idx169,feature2,-0.0030286650715323237
idx170,feature2,-0.3395302849446337
idx171,feature2,-0.03954822071667507
idx172,feature2,0.04914212870724313
idx173,feature2,-0.06824215729500155
idx174,feature2,-0.19214779251959316
idx175,feature2,-0.41909074545726616
idx176,feature2,0.019143922284447227
idx177,feature2,-0.12302149076271576
idx178,feature2,-0.07085069698394039
idx179,feature2,0.01001403337316154
idx180,feature2,-0.006941474604940501
idx181,feature2,0.3530370024686099
idx182,feature2,0.1313111289088144
idx183,feature2,0.3178217166679364
idx184,feature2,0.0869659541968553
idx185,feature2,-0.07476350651734848
idx186,feature2,-0.035635411183266984
idx187,feature2,-0.43735052327983764
idx188,feature2,-0.24823139583177675
idx189,feature2,-0.3760498405897765
idx190,feature2,-0.20388622111981766
idx191,feature2,-0.35387725323379693
idx192,feature2,-0.2834466816324501
idx193,feature2,-0.07606777636181791
idx194,feature2,-0.2234502687868584
idx195,feature2,-0.16867093531914423
idx196,feature2,-0.21953745925345028
idx197,feature2,0.08566168435238587
idx198,feature2,-0.021288442894103695
idx199,feature2,-0.09302328433991985
idx200,feature2,-0.14258553842975655
idx201,feature2,-0.05259091916136893
idx202,feature2,0.06479336684087575
idx203,feature2,-0.3525729833893276
idx204,feature2,-0.18301790360830747
idx205,feature2,-0.33692174525569496
idx206,feature2,0.06740190652981451
idx207,feature2,-0.39430961841234785
idx0,feature3,-0.3575525647396622
idx1,feature3,0.16166513413837305
idx2,feature3,0.5860879004411652
idx3,feature3,-0.35970699502546305
idx4,feature3,-0.15611333301727093
idx5,feature3,-0.3931006644553783
idx6,feature3,0.9361828218838238
idx7,feature3,-0.23690446873480753
idx8,feature3,-0.06885890644233139
idx9,feature3,-0.505131039317029
idx10,feature3,-0.21859181130549923
idx11,feature3,-0.2433677595922104
idx12,feature3,-0.31123231359494113
idx13,feature3,-0.05377789444172457
idx14,feature3,-0.09686650015774405
idx15,feature3,0.4115790472912862
idx16,feature3,-0.07532219729973436
idx17,feature3,0.25322842128491446
idx18,feature3,-0.28107028959372754
idx19,feature3,1.2852005281835819
idx20,feature3,0.7681372595913477
idx21,feature3,-0.17981206616108167
idx22,feature3,-0.26060320187861824
idx23,feature3,-0.498667748459626
idx24,feature3,-0.39417787959827877
idx25,feature3,-0.5137487604602329
idx26,feature3,0.5505398007254491
idx27,feature3,-0.15611333301727093
idx28,feature3,-0.18088928130398213
idx29,feature3,0.08949171956404031
idx30,feature3,0.03239931699031446
idx31,feature3,-0.11517915758705234
idx32,feature3,-0.3758652221689704
idx33,feature3,0.045325898705120306
idx34,feature3,0.3146296844302422
idx35,feature3,0.03239931699031446
idx36,feature3,-0.19381586301878798
idx37,feature3,-0.0623956155849285
idx38,feature3,-0.3586297798825626
idx39,feature3,-0.03654245215531672
idx40,feature3,-0.1022525758722465
idx41,feature3,-0.5115943301744319
idx42,feature3,-0.27245256845052357
idx43,feature3,-0.21536016587679774
idx44,feature3,-0.3230816801668465
idx45,feature3,0.07010184699183157
idx46,feature3,0.37710816271847064
idx47,feature3,-0.33816269216745337
idx48,feature3,-0.09363485472904265
idx49,feature3,0.06579298642022957
idx50,feature3,-0.2875335804511304
idx51,feature3,-0.24552218987801142
idx52,feature3,-0.3327766164529509
idx53,feature3,-0.5137487604602329
idx54,feature3,-0.4286487641710943
idx55,feature3,-0.3166183893094436
idx56,feature3,-0.2972285167372348
idx57,feature3,-0.416799397599189
idx58,feature3,-0.4760462304587158
idx59,feature3,-0.39202344931247773
idx60,feature3,-0.08932599415744065
idx61,feature3,-0.26922092302182216
idx62,feature3,-0.10117536072934605
idx63,feature3,-0.5180576210318348
idx64,feature3,-0.04839181872722213
idx65,feature3,-0.27352978359342406
idx66,feature3,-0.49005002731642217
idx67,feature3,-0.2649120624502202
idx68,feature3,-0.14318675130246508
idx69,feature3,-0.43080319445689536
idx70,feature3,-0.4641968638868104
idx71,feature3,-0.16365383901757435
idx72,feature3,-0.35324370416806017
idx73,feature3,-0.4641968638868104
idx74,feature3,-0.1733487753036787
idx75,feature3,-0.3230816801668465
idx76,feature3,-0.1065614364438485
idx77,feature3,8.286270329986741e-05
idx78,feature3,-0.2530626958783148
idx79,feature3,-0.08501713358583872
idx80,feature3,-0.1765804207323802
idx81,feature3,-0.05377789444172457
idx82,feature3,-0.44049813074299976
idx83,feature3,-0.326313325595548
idx84,feature3,-0.20351079930489235
idx85,feature3,0.9501866187415302
idx86,feature3,0.3070891784299389
idx87,feature3,-0.3618614253112641
idx88,feature3,0.02270438070421009
idx89,feature3,-0.02146144015470991
idx90,feature3,-0.022538655297610427
idx91,feature3,-0.31769560445234407
idx92,feature3,-0.5148259756031334
idx93,feature3,-0.08932599415744065
idx94,feature3,-0.3349310467387519
idx95,feature3,0.29093095128643154
idx96,feature3,-0.4286487641710943
idx97,feature3,0.7875271321635565
idx98,feature3,4.012709270007617
idx99,feature3,0.2629233575710188
idx100,feature3,0.7433613113046365
idx101,feature3,0.6905777693025125
idx102,feature3,1.0331321847448676
idx103,feature3,-0.1647310541604748
idx104,feature3,-0.019307009868908945
idx105,feature3,0.6000916972988716
idx106,feature3,0.30062588757253594
idx107,feature3,0.08518285899243838
idx108,feature3,-0.16365383901757435
idx109,feature3,0.2736955090000237
idx110,feature3,0.5354587887248423
idx111,feature3,2.2245321327928074
idx112,feature3,0.519300561581335
idx113,feature3,-0.3338538315958514
idx114,feature3,-0.16688548444627582
idx115,feature3,0.32863348128794867
idx116,feature3,-0.17550320558947968
idx117,feature3,0.32647905100214764
idx118,feature3,-0.3543209193109606
idx119,feature3,0.22629804271240223
idx120,feature3,-0.3187728195952446
idx121,feature3,-0.10548422130094798
idx122,feature3,0.23814740928430764
idx123,feature3,-0.31446395902364266
idx124,feature3,0.38680309900457505
idx125,feature3,-0.11948801815865434
idx126,feature3,-0.3457031981677568
idx127,feature3,0.24676513042751147
idx128,feature3,-0.005303213011202576
idx129,feature3,1.018051172744261
idx130,feature3,0.5052967647236286
idx131,feature3,-0.1948930781616885
idx132,feature3,0.07441070756343349
idx133,feature3,1.2076410378947469
idx134,feature3,0.3210929752876452
idx135,feature3,0.7153537175892238
idx136,feature3,0.7487473870191389
idx137,feature3,0.2952398118580335
idx138,feature3,1.0309777544590668
idx139,feature3,0.07441070756343349
idx140,feature3,-0.33062218616714995
idx141,feature3,1.1904055956083388
idx142,feature3,0.7185853630179252
idx143,feature3,-0.13349181501636065
idx144,feature3,0.519300561581335
idx145,feature3,0.5882423307269662
idx146,feature3,0.09487779527854283
idx147,feature3,0.6388714424432891
idx148,feature3,1.0320549696019672
idx149,feature3,0.30062588757253594
idx150,feature3,-0.10117536072934605
idx151,feature3,-0.33708547702455294
idx152,feature3,-0.3467804133106573
idx153,feature3,0.008700583846503717
idx154,feature3,0.04748032899092127
idx155,feature3,-0.09578928501484361
idx156,feature3,0.016241089846807125
idx157,feature3,-0.33062218616714995
idx158,feature3,0.18751829756798474
idx159,feature3,-0.024693085583411392
idx160,feature3,0.15304741299516905
idx161,feature3,-0.3360082618816524
idx162,feature3,-0.20781965987649434
idx163,feature3,-0.5148259756031334
idx164,feature3,-0.1647310541604748
idx165,feature3,-0.05593232472752554
idx166,feature3,-0.014998149297307022
idx167,feature3,-0.49220445760222314
idx168,feature3,-0.37047914645446794
idx169,feature3,0.09164614984984126
idx170,feature3,-0.18950700244718605
idx171,feature3,0.10134108613594564
